7B7B7.7.W6..6W7W 5 0 4 0
7B.6BB6.7.W6..6W7W 0 0 1 0
7B.6BB6.7.W6.7W.6W 4 0 3 0
7B.6B7.B6.W6.7W.6W 1 1 2 2
7B.6B7..B5.W6.7W.6W 2 0 3 1
7B2.5B2B5.7.W6.7W.6W 1 2 2 1
7B2.5BB.B4.7.W6.7W.6W 1 2 2 1
7B.B.4BB.B4.7.W6.7W.6W 2 0 3 0
7B.B.4BB2.B3.7.W6.7W.6W 1 2 2 1
7B.B.4B2B5.7.W6.7W.6W 1 2 2 1
7B.2B.3BB2.B3.7.W6.7W.6W 1 2 2 1
7B.2B.3BB3.B2.7.W6.7W.6W 1 2 2 1
7B.2B.3BB.B4.7.W6.7W.6W 1 2 2 1
7B.3B.2BB3.B2.7.W6.7W.6W 1 2 2 1
7B.3B.2BB4.B.7.W6.7W.6W 1 2 2 1
7B.3B.2BB2.B3.7.W6.7W.6W 1 2 2 1
7B.4B.BB4.B.7.W6.7W.6W 1 2 2 1
7B.4B.BB5.B7.W6.7W.6W 1 2 2 1
7B.4B.BB3.B2.7.W6.7W.6W 1 2 2 1
7B.5B.B5.B7.W6.7W.6W 1 2 2 1
7B.5B.B4.B.7.W6.7W.6W 1 2 2 1
.6B7BB6.7.W6.7W.6W 1 2 2 1
B.5B7BB6.7.W6.7W.6W 1 2 2 1
7B.6BB6.7.W6.7WW.5W 4 0 3 0
7B.6B7.B6.W6.7WW.5W 1 1 2 2
7B.6B7..B5.W6.7WW.5W 2 0 3 1
7B2.5B2B5.7.W6.7WW.5W 1 1 2 1
7B2.5BB.B4.7.W6.7WW.5W 1 1 2 1
7B.B.4BB.B4.7.W6.7WW.5W 1 1 2 1
7B.B.4BB2.B3.7.W6.7WW.5W 1 1 2 1
7B.B.4B2B5.7.W6.7WW.5W 1 1 2 1
7B.2B.3BB2.B3.7.W6.7WW.5W 1 1 2 1
7B.2B.3BB3.B2.7.W6.7WW.5W 1 1 2 1
7B.2B.3BB.B4.7.W6.7WW.5W 1 1 2 1
7B.3B.2BB3.B2.7.W6.7WW.5W 1 1 2 1
7B.3B.2BB4.B.7.W6.7WW.5W 1 1 2 1
7B.3B.2BB2.B3.7.W6.7WW.5W 1 1 2 1
7B.4B.BB4.B.7.W6.7WW.5W 1 1 2 1
7B.4B.BB5.B7.W6.7WW.5W 1 1 2 1
7B.4B.BB3.B2.7.W6.7WW.5W 1 1 2 1
7B.5B.B5.B7.W6.7WW.5W 1 1 2 1
7B.5B.B4.B.7.W6.7WW.5W 1 1 2 1
.6B7BB6.7.W6.7WW.5W 1 1 2 1
B.5B7BB6.7.W6.7WW.5W 1 1 2 1
7B.6BB6.7.2W5.2.5W7W 5 1 4 1
7B.6B7.B6.2W5.2.5W7W 2 1 3 0
7B.6B7..B5.2W5.2.5W7W 2 0 3 1
7B2.5B2B5.7.2W5.2.5W7W 0 1 1 0
7B2.5BB.B4.7.2W5.2.5W7W 0 1 1 0
7B.B.4BB.B4.7.2W5.2.5W7W 0 1 1 0
7B.B.4BB2.B3.7.2W5.2.5W7W 0 1 1 0
7B.B.4B2B5.7.2W5.2.5W7W 2 0 3 0
7B.2B.3BB2.B3.7.2W5.2.5W7W 0 1 1 0
7B.2B.3BB3.B2.7.2W5.2.5W7W 0 1 1 0
7B.2B.3BB.B4.7.2W5.2.5W7W 0 1 1 0
7B.3B.2BB3.B2.7.2W5.2.5W7W 0 1 1 0
7B.3B.2BB4.B.7.2W5.2.5W7W 0 1 1 0
7B.3B.2BB2.B3.7.2W5.2.5W7W 0 1 1 0
7B.4B.BB4.B.7.2W5.2.5W7W 0 1 1 0
7B.4B.BB5.B7.2W5.2.5W7W 0 1 1 0
7B.4B.BB3.B2.7.2W5.2.5W7W 0 1 1 0
7B.5B.B5.B7.2W5.2.5W7W 0 1 1 0
7B.5B.B4.B.7.2W5.2.5W7W 0 1 1 0
.6B7BB6.7.2W5.2.5W7W 0 1 1 0
B.5B7BB6.7.2W5.2.5W7W 0 1 1 0
7B.6BB6.7.W.W4.2.5W7W 4 0 3 0
7B.6B7.B6.W.W4.2.5W7W 0 0 1 0
7B.6B7..B5.W.W4.2.5W7W 2 0 3 1
7B2.5B2B5.7.W.W4.2.5W7W 0 0 1 0
7B2.5BB.B4.7.W.W4.2.5W7W 0 0 1 0
7B.B.4BB.B4.7.W.W4.2.5W7W 2 0 3 1
7B.B.4BB2.B3.7.W.W4.2.5W7W 0 0 1 0
7B.B.4B2B5.7.W.W4.2.5W7W 2 0 3 1
7B.2B.3BB2.B3.7.W.W4.2.5W7W 0 0 1 0
7B.2B.3BB3.B2.7.W.W4.2.5W7W 0 0 1 0
7B.2B.3BB.B4.7.W.W4.2.5W7W 0 0 1 0
7B.3B.2BB3.B2.7.W.W4.2.5W7W 0 0 1 0
7B.3B.2BB4.B.7.W.W4.2.5W7W 0 0 1 0
7B.3B.2BB2.B3.7.W.W4.2.5W7W 0 0 1 0
7B.4B.BB4.B.7.W.W4.2.5W7W 0 0 1 0
7B.4B.BB5.B7.W.W4.2.5W7W 0 0 1 0
7B.4B.BB3.B2.7.W.W4.2.5W7W 0 0 1 0
7B.5B.B5.B7.W.W4.2.5W7W 0 0 1 0
7B.5B.B4.B.7.W.W4.2.5W7W 0 0 1 0
.6B7BB6.7.W.W4.2.5W7W 2 0 3 0
B.5B7BB6.7.W.W4.2.5W7W 2 0 3 0
7B.6BB6.7.W.W4..W.4W7W 4 0 3 0
7B.6B7.B6.W.W4..W.4W7W 0 1 1 2
7B.6B7..B5.W.W4..W.4W7W 2 0 3 1
7B2.5B2B5.7.W.W4..W.4W7W 0 1 1 2
7B2.5BB.B4.7.W.W4..W.4W7W 0 1 1 2
7B.B.4BB.B4.7.W.W4..W.4W7W 0 1 1 2
7B.B.4BB2.B3.7.W.W4..W.4W7W 0 1 1 2
7B.B.4B2B5.7.W.W4..W.4W7W 0 1 1 2
7B.2B.3BB2.B3.7.W.W4..W.4W7W 0 1 1 2
7B.2B.3BB3.B2.7.W.W4..W.4W7W 0 1 1 2
7B.2B.3BB.B4.7.W.W4..W.4W7W 0 1 1 2
7B.3B.2BB3.B2.7.W.W4..W.4W7W 0 1 1 2
7B.3B.2BB4.B.7.W.W4..W.4W7W 0 1 1 2
7B.3B.2BB2.B3.7.W.W4..W.4W7W 0 1 1 2
7B.4B.BB4.B.7.W.W4..W.4W7W 0 1 1 2
7B.4B.BB5.B7.W.W4..W.4W7W 0 1 1 2
7B.4B.BB3.B2.7.W.W4..W.4W7W 0 1 1 2
7B.5B.B5.B7.W.W4..W.4W7W 0 1 1 2
7B.5B.B4.B.7.W.W4..W.4W7W 0 1 1 2
.6B7BB6.7.W.W4..W.4W7W 0 1 1 2
B.5B7BB6.7.W.W4..W.4W7W 0 1 1 2
7B.6BB6.7.W2.W3..W.4W7W 4 0 3 0
7B.6B7.B6.W2.W3..W.4W7W 0 0 1 0
7B.6B7..B5.W2.W3..W.4W7W 2 0 3 1
7B2.5B2B5.7.W2.W3..W.4W7W 0 0 1 0
7B2.5BB.B4.7.W2.W3..W.4W7W 0 0 1 0
7B.B.4BB.B4.7.W2.W3..W.4W7W 0 0 1 0
7B.B.4BB2.B3.7.W2.W3..W.4W7W 0 0 1 0
7B.B.4B2B5.7.W2.W3..W.4W7W 0 0 1 0
7B.2B.3BB2.B3.7.W2.W3..W.4W7W 0 0 1 0
7B.2B.3BB3.B2.7.W2.W3..W.4W7W 0 0 1 0
7B.2B.3BB.B4.7.W2.W3..W.4W7W 0 0 1 0
7B.3B.2BB3.B2.7.W2.W3..W.4W7W 0 0 1 0
7B.3B.2BB4.B.7.W2.W3..W.4W7W 0 0 1 0
7B.3B.2BB2.B3.7.W2.W3..W.4W7W 0 0 1 0
7B.4B.BB4.B.7.W2.W3..W.4W7W 0 0 1 0
7B.4B.BB5.B7.W2.W3..W.4W7W 0 0 1 0
7B.4B.BB3.B2.7.W2.W3..W.4W7W 0 0 1 0
7B.5B.B5.B7.W2.W3..W.4W7W 0 0 1 0
7B.5B.B4.B.7.W2.W3..W.4W7W 0 0 1 0
.6B7BB6.7.W2.W3..W.4W7W 0 0 1 0
B.5B7BB6.7.W2.W3..W.4W7W 0 0 1 0
7B.6BB6.7.2W5..W.4W7W 4 0 3 0
7B.6B7.B6.2W5..W.4W7W 2 1 3 0
7B.6B7..B5.2W5..W.4W7W 2 0 3 1
7B2.5B2B5.7.2W5..W.4W7W 0 0 1 0
7B2.5BB.B4.7.2W5..W.4W7W 0 0 1 0
7B.B.4BB.B4.7.2W5..W.4W7W 0 0 1 0
7B.B.4BB2.B3.7.2W5..W.4W7W 0 0 1 0
7B.B.4B2B5.7.2W5..W.4W7W 0 0 1 0
7B.2B.3BB2.B3.7.2W5..W.4W7W 0 0 1 0
7B.2B.3BB3.B2.7.2W5..W.4W7W 0 0 1 0
7B.2B.3BB.B4.7.2W5..W.4W7W 0 0 1 0
7B.3B.2BB3.B2.7.2W5..W.4W7W 0 0 1 0
7B.3B.2BB4.B.7.2W5..W.4W7W 0 0 1 0
7B.3B.2BB2.B3.7.2W5..W.4W7W 0 0 1 0
7B.4B.BB4.B.7.2W5..W.4W7W 0 0 1 0
7B.4B.BB5.B7.2W5..W.4W7W 0 0 1 0
7B.4B.BB3.B2.7.2W5..W.4W7W 0 0 1 0
7B.5B.B5.B7.2W5..W.4W7W 0 0 1 0
7B.5B.B4.B.7.2W5..W.4W7W 0 0 1 0
.6B7BB6.7.2W5..W.4W7W 0 0 1 0
B.5B7BB6.7.2W5..W.4W7W 0 0 1 0
7B.6BB6.7.W2.W3..2W.3W7W 4 0 3 0
7B.6B7.B6.W2.W3..2W.3W7W 0 0 1 0
7B.6B7..B5.W2.W3..2W.3W7W 2 0 3 1
7B2.5B2B5.7.W2.W3..2W.3W7W 0 0 1 0
7B2.5BB.B4.7.W2.W3..2W.3W7W 0 0 1 0
7B.B.4BB.B4.7.W2.W3..2W.3W7W 0 0 1 0
7B.B.4BB2.B3.7.W2.W3..2W.3W7W 0 0 1 0
7B.B.4B2B5.7.W2.W3..2W.3W7W 0 0 1 0
7B.2B.3BB2.B3.7.W2.W3..2W.3W7W 0 0 1 0
7B.2B.3BB3.B2.7.W2.W3..2W.3W7W 0 0 1 0
7B.2B.3BB.B4.7.W2.W3..2W.3W7W 0 0 1 0
7B.3B.2BB3.B2.7.W2.W3..2W.3W7W 0 0 1 0
7B.3B.2BB4.B.7.W2.W3..2W.3W7W 0 0 1 0
7B.3B.2BB2.B3.7.W2.W3..2W.3W7W 0 0 1 0
7B.4B.BB4.B.7.W2.W3..2W.3W7W 0 0 1 0
7B.4B.BB5.B7.W2.W3..2W.3W7W 0 0 1 0
7B.4B.BB3.B2.7.W2.W3..2W.3W7W 0 0 1 0
7B.5B.B5.B7.W2.W3..2W.3W7W 0 0 1 0
7B.5B.B4.B.7.W2.W3..2W.3W7W 0 0 1 0
.6B7BB6.7.W2.W3..2W.3W7W 0 0 1 0
B.5B7BB6.7.W2.W3..2W.3W7W 0 0 1 0
7B.6BB6.7.W3.W2..2W.3W7W 4 0 3 0
7B.6B7.B6.W3.W2..2W.3W7W 0 0 1 0
7B.6B7..B5.W3.W2..2W.3W7W 2 0 3 1
7B2.5B2B5.7.W3.W2..2W.3W7W 0 0 1 0
7B2.5BB.B4.7.W3.W2..2W.3W7W 0 0 1 0
7B.B.4BB.B4.7.W3.W2..2W.3W7W 0 0 1 0
7B.B.4BB2.B3.7.W3.W2..2W.3W7W 0 0 1 0
7B.B.4B2B5.7.W3.W2..2W.3W7W 0 0 1 0
7B.2B.3BB2.B3.7.W3.W2..2W.3W7W 0 0 1 0
7B.2B.3BB3.B2.7.W3.W2..2W.3W7W 0 0 1 0
7B.2B.3BB.B4.7.W3.W2..2W.3W7W 0 0 1 0
7B.3B.2BB3.B2.7.W3.W2..2W.3W7W 0 0 1 0
7B.3B.2BB4.B.7.W3.W2..2W.3W7W 0 0 1 0
7B.3B.2BB2.B3.7.W3.W2..2W.3W7W 0 0 1 0
7B.4B.BB4.B.7.W3.W2..2W.3W7W 0 0 1 0
7B.4B.BB5.B7.W3.W2..2W.3W7W 0 0 1 0
7B.4B.BB3.B2.7.W3.W2..2W.3W7W 0 0 1 0
7B.5B.B5.B7.W3.W2..2W.3W7W 0 0 1 0
7B.5B.B4.B.7.W3.W2..2W.3W7W 0 0 1 0
.6B7BB6.7.W3.W2..2W.3W7W 0 0 1 0
B.5B7BB6.7.W3.W2..2W.3W7W 0 0 1 0
7B.6BB6.7.W.W4..2W.3W7W 4 0 3 0
7B.6B7.B6.W.W4..2W.3W7W 0 2 1 3
7B.6B7..B5.W.W4..2W.3W7W 2 0 3 1
7B2.5B2B5.7.W.W4..2W.3W7W 0 2 1 3
7B2.5BB.B4.7.W.W4..2W.3W7W 0 2 1 3
7B.B.4BB.B4.7.W.W4..2W.3W7W 0 2 1 3
7B.B.4BB2.B3.7.W.W4..2W.3W7W 0 2 1 3
7B.B.4B2B5.7.W.W4..2W.3W7W 0 2 1 3
7B.2B.3BB2.B3.7.W.W4..2W.3W7W 0 2 1 3
7B.2B.3BB3.B2.7.W.W4..2W.3W7W 0 2 1 3
7B.2B.3BB.B4.7.W.W4..2W.3W7W 0 2 1 3
7B.3B.2BB3.B2.7.W.W4..2W.3W7W 0 2 1 3
7B.3B.2BB4.B.7.W.W4..2W.3W7W 0 2 1 3
7B.3B.2BB2.B3.7.W.W4..2W.3W7W 0 2 1 3
7B.4B.BB4.B.7.W.W4..2W.3W7W 0 2 1 3
